DATE,HE,Trading_Hub,Renewable_Type,MW
2023-01-15,24,SP15,Wind,1027.91719
2023-01-16,1,SP15,Wind,1361.63254
2023-01-16,2,SP15,Wind,1574.46607
2023-01-16,3,SP15,Wind,1671.60237
2023-01-16,4,SP15,Wind,1673.77814
2023-01-16,5,SP15,Wind,1212.03118
2023-01-16,6,SP15,Wind,1183.06758
2023-01-16,7,SP15,Wind,1140.52132
2023-01-16,8,SP15,Wind,1153.26022
2023-01-16,9,SP15,Wind,1467.65302
2023-01-16,10,SP15,Wind,2273.50118
2023-01-16,11,SP15,Wind,2369.32488
2023-01-16,12,SP15,Wind,2173.42337
2023-01-16,13,SP15,Wind,2208.2133
2023-01-16,14,SP15,Wind,2126.95433
2023-01-16,15,SP15,Wind,1842.76286
2023-01-16,16,SP15,Wind,1788.3975
2023-01-16,17,SP15,Wind,1747.22011
2023-01-16,18,SP15,Wind,1727.19367
2023-01-16,19,SP15,Wind,2128.66237
2023-01-16,20,SP15,Wind,2325.81605
2023-01-16,21,SP15,Wind,2204.22896
2023-01-16,22,SP15,Wind,2244.47887
2023-01-16,23,SP15,Wind,1823.02129
2023-01-16,24,SP15,Wind,2284.63136
2023-01-17,1,SP15,Wind,2961.22317
2023-01-17,2,SP15,Wind,3124.10761
2023-01-17,3,SP15,Wind,2965.83531
2023-01-17,4,SP15,Wind,2602.42508
2023-01-17,5,SP15,Wind,2603.487
2023-01-17,6,SP15,Wind,2529.94209
2023-01-17,7,SP15,Wind,2675.3369
2023-01-17,8,SP15,Wind,2712.16064
2023-01-17,9,SP15,Wind,2892.05856
2023-01-17,10,SP15,Wind,2886.94821
2023-01-17,11,SP15,Wind,2680.4833
2023-01-17,12,SP15,Wind,2396.17984
2023-01-17,13,SP15,Wind,2366.25168
2023-01-17,14,SP15,Wind,2326.01752
2023-01-17,15,SP15,Wind,2546.59624
2023-01-17,16,SP15,Wind,2333.33862
2023-01-17,17,SP15,Wind,2368.3403
2023-01-17,18,SP15,Wind,2337.49682
2023-01-17,19,SP15,Wind,2292.03736
2023-01-17,20,SP15,Wind,2614.589
2023-01-17,21,SP15,Wind,2860.18228
2023-01-17,22,SP15,Wind,2547.44492
2023-01-17,23,SP15,Wind,2157.8268
2023-01-17,24,SP15,Wind,1686.10508
2023-01-18,1,SP15,Wind,1234.75691
2023-01-18,2,SP15,Wind,972.74136
2023-01-18,3,SP15,Wind,635.28661
2023-01-18,4,SP15,Wind,455.70287
2023-01-18,5,SP15,Wind,364.62785
2023-01-18,6,SP15,Wind,297.90658
2023-01-18,7,SP15,Wind,264.81042
2023-01-18,8,SP15,Wind,197.95283
2023-01-18,9,SP15,Wind,177.69026
2023-01-18,10,SP15,Wind,178.11729
2023-01-18,11,SP15,Wind,175.76973
2023-01-18,12,SP15,Wind,140.29873
2023-01-18,13,SP15,Wind,113.59975
2023-01-18,14,SP15,Wind,199.7213
2023-01-18,15,SP15,Wind,223.96428
2023-01-18,16,SP15,Wind,226.73888
2023-01-18,17,SP15,Wind,224.36697
2023-01-18,18,SP15,Wind,228.67057
2023-01-18,19,SP15,Wind,223.52366
2023-01-18,20,SP15,Wind,247.59462
2023-01-18,21,SP15,Wind,274.03877
2023-01-18,22,SP15,Wind,263.61075
2023-01-18,23,SP15,Wind,294.39952
2023-01-18,24,SP15,Wind,386.37792
2023-01-19,1,SP15,Wind,570.10662
2023-01-19,2,SP15,Wind,556.49521
2023-01-19,3,SP15,Wind,787.65266
2023-01-19,4,SP15,Wind,961.83719
2023-01-19,5,SP15,Wind,1165.98747
2023-01-19,6,SP15,Wind,1225.64496
2023-01-19,7,SP15,Wind,1180.96682
2023-01-19,8,SP15,Wind,1012.54542
2023-01-19,9,SP15,Wind,1192.89331
2023-01-19,10,SP15,Wind,1347.9989
2023-01-19,11,SP15,Wind,1176.74297
2023-01-19,12,SP15,Wind,1175.69605
2023-01-19,13,SP15,Wind,1355.98601
2023-01-19,14,SP15,Wind,1435.66343
2023-01-19,15,SP15,Wind,1638.96117
2023-01-19,16,SP15,Wind,2047.61505
2023-01-19,17,SP15,Wind,2426.97019
2023-01-19,18,SP15,Wind,2215.4872
2023-01-19,19,SP15,Wind,2438.36194
2023-01-19,20,SP15,Wind,2452.48273
2023-01-19,21,SP15,Wind,1778.33224
2023-01-19,22,SP15,Wind,1371.93719
2023-01-19,23,SP15,Wind,1620.93401
2023-01-19,24,SP15,Wind,1332.61416
2023-01-20,1,SP15,Wind,1192.03463
2023-01-20,2,SP15,Wind,819.53172
2023-01-20,3,SP15,Wind,576.79731
2023-01-20,4,SP15,Wind,553.81514
2023-01-20,5,SP15,Wind,402.70095
2023-01-20,6,SP15,Wind,281.45425
2023-01-20,7,SP15,Wind,175.06882
2023-01-20,8,SP15,Wind,190.21662
2023-01-20,9,SP15,Wind,359.24401
2023-01-20,10,SP15,Wind,513.50052
2023-01-20,11,SP15,Wind,389.12474
2023-01-20,12,SP15,Wind,304.47344
2023-01-20,13,SP15,Wind,292.94306
2023-01-20,14,SP15,Wind,286.93069
2023-01-20,15,SP15,Wind,269.86169
2023-01-20,16,SP15,Wind,238.15018
2023-01-20,17,SP15,Wind,216.55426
2023-01-20,18,SP15,Wind,172.73153
2023-01-20,19,SP15,Wind,170.36192
2023-01-20,20,SP15,Wind,232.24906
2023-01-20,21,SP15,Wind,311.66851
2023-01-20,22,SP15,Wind,346.49751
2023-01-20,23,SP15,Wind,335.94047
2023-01-20,24,SP15,Wind,310.33687
2023-01-21,1,SP15,Wind,307.08568
2023-01-21,2,SP15,Wind,292.08338
2023-01-21,3,SP15,Wind,261.05252
2023-01-21,4,SP15,Wind,220.17156
2023-01-21,5,SP15,Wind,214.60753
2023-01-21,6,SP15,Wind,211.76005
2023-01-21,7,SP15,Wind,237.64526
2023-01-21,8,SP15,Wind,256.92423
2023-01-21,9,SP15,Wind,253.854
2023-01-21,10,SP15,Wind,308.71976
2023-01-21,11,SP15,Wind,292.36014
2023-01-21,12,SP15,Wind,247.35948
2023-01-21,13,SP15,Wind,207.48037
2023-01-21,14,SP15,Wind,154.97825
2023-01-21,15,SP15,Wind,173.60674
2023-01-21,16,SP15,Wind,164.65387
2023-01-21,17,SP15,Wind,160.96696
2023-01-21,18,SP15,Wind,172.2401
2023-01-21,19,SP15,Wind,324.09192
2023-01-21,20,SP15,Wind,677.27562
2023-01-21,21,SP15,Wind,920.45479
2023-01-21,22,SP15,Wind,987.25954
2023-01-21,23,SP15,Wind,467.58844
2023-01-21,24,SP15,Wind,359.7118
2023-01-22,1,SP15,Wind,519.39498
2023-01-22,2,SP15,Wind,556.91611
2023-01-22,3,SP15,Wind,1113.30049
2023-01-22,4,SP15,Wind,1685.32057
2023-01-22,5,SP15,Wind,2225.16576
2023-01-22,6,SP15,Wind,2149.18676
2023-01-22,7,SP15,Wind,1806.71452
2023-01-22,8,SP15,Wind,1924.97449
2023-01-22,9,SP15,Wind,1934.77061
2023-01-22,10,SP15,Wind,2092.15908
2023-01-22,11,SP15,Wind,1744.89601
2023-01-22,12,SP15,Wind,1443.158
2023-01-22,13,SP15,Wind,1784.27047
2023-01-22,14,SP15,Wind,2054.70957
2023-01-22,15,SP15,Wind,2279.82246
2023-01-22,16,SP15,Wind,2378.45011
2023-01-22,17,SP15,Wind,2434.77426
2023-01-22,18,SP15,Wind,2225.84368
2023-01-22,19,SP15,Wind,1392.42889
2023-01-22,20,SP15,Wind,1014.37642
2023-01-22,21,SP15,Wind,951.52551
2023-01-22,22,SP15,Wind,914.12792
2023-01-22,23,SP15,Wind,849.97964
2023-01-22,24,SP15,Wind,949.29946
2023-01-23,1,SP15,Wind,945.82821
2023-01-23,2,SP15,Wind,1003.92408
2023-01-23,3,SP15,Wind,1001.96937
2023-01-23,4,SP15,Wind,868.62153
2023-01-23,5,SP15,Wind,648.26625
2023-01-23,6,SP15,Wind,341.7253
2023-01-23,7,SP15,Wind,274.51436
2023-01-23,8,SP15,Wind,292.41779
2023-01-23,9,SP15,Wind,377.49236
2023-01-23,10,SP15,Wind,452.13471
2023-01-23,11,SP15,Wind,822.62148
2023-01-23,12,SP15,Wind,1151.15217
2023-01-23,13,SP15,Wind,1566.25173
2023-01-23,14,SP15,Wind,1710.02874
2023-01-23,15,SP15,Wind,1759.12524
2023-01-23,16,SP15,Wind,1585.69339
2023-01-23,17,SP15,Wind,978.39714
2023-01-23,18,SP15,Wind,424.32303
2023-01-23,19,SP15,Wind,254.18263
2023-01-23,20,SP15,Wind,275.69709
2023-01-23,21,SP15,Wind,233.19823
2023-01-23,22,SP15,Wind,185.72169
2023-01-23,23,SP15,Wind,228.10518
2023-01-23,24,SP15,Wind,233.06984
2023-01-24,1,SP15,Wind,265.91402
2023-01-24,2,SP15,Wind,265.11686
2023-01-24,3,SP15,Wind,254.96027
2023-01-24,4,SP15,Wind,234.4897
2023-01-24,5,SP15,Wind,227.80903
2023-01-24,6,SP15,Wind,198.90667
2023-01-24,7,SP15,Wind,170.63451
2023-01-24,8,SP15,Wind,148.97549
2023-01-24,9,SP15,Wind,141.06938
2023-01-24,10,SP15,Wind,138.80417
2023-01-24,11,SP15,Wind,120.15702
2023-01-24,12,SP15,Wind,141.72087
2023-01-24,13,SP15,Wind,132.38358
2023-01-24,14,SP15,Wind,158.18328
2023-01-24,15,SP15,Wind,169.35522
2023-01-24,16,SP15,Wind,149.61898
2023-01-24,17,SP15,Wind,157.8282
2023-01-24,18,SP15,Wind,211.81984
2023-01-24,19,SP15,Wind,232.1899
2023-01-24,20,SP15,Wind,282.83822
2023-01-24,21,SP15,Wind,235.61557
2023-01-24,22,SP15,Wind,226.91483
2023-01-24,23,SP15,Wind,205.63836
2023-01-24,24,SP15,Wind,231.75899
2023-01-25,1,SP15,Wind,204.10801
2023-01-25,2,SP15,Wind,149.45899
2023-01-25,3,SP15,Wind,145.60406
2023-01-25,4,SP15,Wind,152.25398
2023-01-25,5,SP15,Wind,139.59502
2023-01-25,6,SP15,Wind,139.95415
2023-01-25,7,SP15,Wind,150.28942
2023-01-25,8,SP15,Wind,152.3341
2023-01-25,9,SP15,Wind,201.98063
2023-01-25,10,SP15,Wind,421.78281
2023-01-25,11,SP15,Wind,607.69153
2023-01-25,12,SP15,Wind,673.99643
2023-01-25,13,SP15,Wind,636.02699
2023-01-25,14,SP15,Wind,683.88922
2023-01-25,15,SP15,Wind,774.18904
2023-01-25,16,SP15,Wind,647.26218
2023-01-25,17,SP15,Wind,559.12968
2023-01-25,18,SP15,Wind,454.23656
2023-01-25,19,SP15,Wind,384.02342
2023-01-25,20,SP15,Wind,382.88956
2023-01-25,21,SP15,Wind,458.5115
2023-01-25,22,SP15,Wind,527.40261
2023-01-25,23,SP15,Wind,562.74585
2023-01-25,24,SP15,Wind,680.22365
2023-01-26,1,SP15,Wind,691.04035
2023-01-26,2,SP15,Wind,612.12786
2023-01-26,3,SP15,Wind,607.41921
2023-01-26,4,SP15,Wind,580.03505
2023-01-26,5,SP15,Wind,468.87771
2023-01-26,6,SP15,Wind,590.54751
2023-01-26,7,SP15,Wind,745.44502
2023-01-26,8,SP15,Wind,693.23329
2023-01-26,9,SP15,Wind,863.67698
2023-01-26,10,SP15,Wind,1067.96055
2023-01-26,11,SP15,Wind,1429.33701
2023-01-26,12,SP15,Wind,1658.26876
2023-01-26,13,SP15,Wind,1489.84676
2023-01-26,14,SP15,Wind,1255.30768
2023-01-26,15,SP15,Wind,1095.41665
2023-01-26,16,SP15,Wind,1104.88199
2023-01-26,17,SP15,Wind,900.37281
2023-01-26,18,SP15,Wind,533.06696
2023-01-26,19,SP15,Wind,414.04153
2023-01-26,20,SP15,Wind,396.87897
2023-01-26,21,SP15,Wind,371.79539
2023-01-26,22,SP15,Wind,346.65636
2023-01-26,23,SP15,Wind,297.09541
2023-01-26,24,SP15,Wind,278.53168
2023-01-27,1,SP15,Wind,247.07411
